class_code,subject_code,subject_name,professor,start_period,end_period,created_by,week_day,start_time,end_time,building,classroom,floor
2023101,MAP3122,Métodos Numéricos e Aplicações,Alexandre Megiorin Roma,2023-01-09,2023-04-20,eletrica-manual,qui,08:20,10:00,Elétrica,C1-30,
2023101,PSI3031,Laboratório de Circuitos Elétricos,Eduardo Coelho Marques da Costa,2023-01-09,2023-04-20,eletrica-manual,seg,14:00,17:40,Elétrica,LabPSI,
2023102,PSI3031,Laboratório de Circuitos Elétricos,Roberto Koji Onmori,2023-01-09,2023-04-20,eletrica-manual,qua,14:00,17:40,Elétrica,LabPSI,
2023103,PSI3031,Laboratório de Circuitos Elétricos,Eduardo Coelho Marques da Costa,2023-01-09,2023-04-20,eletrica-manual,seg,14:00,17:40,Elétrica,LabPSI,
2023104,PSI3031,Laboratório de Circuitos Elétricos,Roberto Koji Onmori,2023-01-09,2023-04-20,eletrica-manual,qua,14:00,17:40,Elétrica,LabPSI,
2023150,PCS3746,Sistemas Operacionais,João José Neto,2023-05-02,2023-08-18,eletrica-manual,seg,14:00,15:40,Elétrica,C1-30,
2023150,PCS3746,Sistemas Operacionais,João José Neto,2023-05-02,2023-08-18,eletrica-manual,sex,10:20,12:00,Elétrica,C1-30,
2023150,PCS3722,Organização e Arquitetura de Computadores II,Cíntia Borges Margi,2023-05-02,2023-08-18,eletrica-manual,seg,16:00,17:40,Elétrica,C1-30,
2023150,PCS3722,Organização e Arquitetura de Computadores II,Cíntia Borges Margi,2023-05-02,2023-08-18,eletrica-manual,qua,16:00,17:40,Elétrica,C1-30,
2023150,PCS3724,Redes de Computadores II,Regina Melo Silveira,2023-05-02,2023-08-18,eletrica-manual,qua,14:00,15:40,Elétrica,C1-30,
2023150,PCS3724,Redes de Computadores II,Regina Melo Silveira,2023-05-02,2023-08-18,eletrica-manual,sex,08:20,10:00,Elétrica,C1-30,
2023101,PRO3826,Fundamentos de Economia,João Eduardo de Morais Pinto Furtado,2023-05-02,2023-08-18,eletrica-manual,qua,10:20,12:00,Elétrica,C1-30,
2023101,PRO3816,Fundamentos de Economia,João Eduardo de Morais Pinto Furtado,2023-05-02,2023-08-18,eletrica-manual,qui,10:20,12:00,Elétrica,C1-30,
2023101,PCS3734,Laboratório de Redes de Computadores,Graça Bressan,2023-05-02,2023-08-18,eletrica-manual,seg,08:20,10:00,Elétrica,LabRedes,
2023102,PCS3734,Laboratório de Redes de Computadores,Graça Bressan,2023-05-02,2023-08-18,eletrica-manual,ter,08:20,10:00,Elétrica,LabRedes,
2023101,PCS3732,Laboratório de Processadores,Andre Riyuiti Hirakawa,2023-05-02,2023-08-18,eletrica-manual,ter,14:00,17:40,Elétrica,LabProc,
2023102,PCS3732,Laboratório de Processadores,Andre Riyuiti Hirakawa,2023-05-02,2023-08-18,eletrica-manual,qui,14:00,17:40,Elétrica,LabProc,
2023150,PTC2020,Sistemas de Controle,,2023-05-02,2023-08-18,eletrica-manual,qua,08:20,10:00,Elétrica,C1-30,
2023150,PTC2020,Sistemas de Controle,,2023-05-02,2023-08-18,eletrica-manual,qui,08:20,10:00,Elétrica,C1-30,
20231,0323200,Práticas de Eletricidade e Eletrônica,Ronaldo Domingues Mansano,2023-03-13,2023-07-15,eletrica-manual,seg,07:30,11:00,Elétrica,C1-10,
20231,0323201,Laboratório de Projetos em Eletricidade e Eletrônica,Ronaldo Domingues Mansano,2023-03-13,2023-07-15,eletrica-manual,qua,11:10,12:50,Elétrica,C1-05,
2023101,PSI3211,Circuitos Elétricos I,Miguel Arjona Ramirez,2023-03-13,2023-07-15,eletrica-manual,seg,13:10,14:50,Elétrica,D1-01,
2023101,PSI3211,Circuitos Elétricos I,Miguel Arjona Ramirez,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,16:40,Elétrica,D1-01,
2023102,PSI3211,Circuitos Elétricos I,Wagner Luiz Zucchi,2023-03-13,2023-07-15,eletrica-manual,seg,13:10,14:50,Elétrica,D1-02,
2023102,PSI3211,Circuitos Elétricos I,Wagner Luiz Zucchi,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,16:40,Elétrica,D1-02,
2023103,PSI3211,Circuitos Elétricos I,Elisabete Galeazzo,2023-03-13,2023-07-15,eletrica-manual,seg,13:10,14:50,Elétrica,D1-03,
2023103,PSI3211,Circuitos Elétricos I,Elisabete Galeazzo,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,16:40,Elétrica,D1-03,
2023104,PSI3211,Circuitos Elétricos I,Flávio Almeida de Magalhães Cipparrone,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,16:40,Elétrica,D1-04,
2023104,PSI3211,Circuitos Elétricos I,Flávio Almeida de Magalhães Cipparrone,2023-03-13,2023-07-15,eletrica-manual,sex,13:10,14:50,Elétrica,D1-04,
2023105,PSI3211,Circuitos Elétricos I,Magno Teófilo Madeira da Silva,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,16:40,Elétrica,GD-06,
2023105,PSI3211,Circuitos Elétricos I,Magno Teófilo Madeira da Silva,2023-03-13,2023-07-15,eletrica-manual,sex,13:10,14:50,Elétrica,GD-06,
2023101,PSI3212,Laboratório de Circuitos Elétricos,Walter Jaimes Salcedo,2023-03-13,2023-07-15,eletrica-manual,ter,07:30,11:00,Elétrica,C1-03,
2023102,PSI3212,Laboratório de Circuitos Elétricos,Leopoldo Rideki Yoshioka,2023-03-13,2023-07-15,eletrica-manual,ter,07:30,11:00,Elétrica,C1-10,
2023103,PSI3212,Laboratório de Circuitos Elétricos,Roberto Koji Onmori,2023-03-13,2023-07-15,eletrica-manual,qua,07:30,11:00,Elétrica,C1-03,
2023104,PSI3212,Laboratório de Circuitos Elétricos,Inês Pereyra,2023-03-13,2023-07-15,eletrica-manual,qua,07:30,11:00,Elétrica,C1-10,
2023105,PSI3212,Laboratório de Circuitos Elétricos,Laisa Caroline Costa de Biase,2023-03-13,2023-07-15,eletrica-manual,qui,07:30,11:00,Elétrica,C1-03,
2023106,PSI3212,Laboratório de Circuitos Elétricos,Marcio Lobo Netto,2023-03-13,2023-07-15,eletrica-manual,qui,07:30,11:00,Elétrica,C1-10,
2023107,PSI3212,Laboratório de Circuitos Elétricos,Elisabete Galeazzo,2023-03-13,2023-07-15,eletrica-manual,sex,07:30,11:00,Elétrica,C1-03,
2023108,PSI3212,Laboratório de Circuitos Elétricos,Laisa Caroline Costa de Biase,2023-03-13,2023-07-15,eletrica-manual,sex,13:10,16:40,Elétrica,C1-10,
2023101,PSI3213,Circuitos Elétricos II,João Francisco Justo Filho,2023-03-13,2023-07-15,eletrica-manual,seg,07:30,09:10,Elétrica,D1-04,
2023101,PSI3213,Circuitos Elétricos II,João Francisco Justo Filho,2023-03-13,2023-07-15,eletrica-manual,qua,07:30,09:10,Elétrica,GD-06,
2023101,PSI3321,Eletrônica I,Antonio Carlos Seabra,2023-03-13,2023-07-15,eletrica-manual,ter,09:20,11:00,Elétrica,D1-01,
2023101,PSI3321,Eletrônica I,Antonio Carlos Seabra,2023-03-13,2023-07-15,eletrica-manual,sex,07:30,09:10,Elétrica,D1-01,
2023102,PSI3321,Eletrônica I,Armando Antonio Maria Lagana,2023-03-13,2023-07-15,eletrica-manual,ter,09:20,11:00,Elétrica,D1-02,
2023102,PSI3321,Eletrônica I,Armando Antonio Maria Lagana,2023-03-13,2023-07-15,eletrica-manual,sex,07:30,09:10,Elétrica,D1-02,
2023103,PSI3321,Eletrônica I,Marcelo Knorich Zuffo,2023-03-13,2023-07-15,eletrica-manual,ter,09:20,11:00,Elétrica,D1-03,
2023103,PSI3321,Eletrônica I,Marcelo Knorich Zuffo,2023-03-13,2023-07-15,eletrica-manual,sex,07:30,09:10,Elétrica,D1-03,
2023101,PSI3322,Eletrônica II,Sebastião Gomes dos Santos Filho,2023-03-13,2023-07-15,eletrica-manual,seg,18:00,19:40,Elétrica,D1-03,
2023101,PSI3322,Eletrônica II,Sebastião Gomes dos Santos Filho,2023-03-13,2023-07-15,eletrica-manual,qua,18:00,19:40,Elétrica,D1-03,
2023101,PSI3431,Processamento Estatístico de Sinais,Vitor Heloiz Nascimento,2023-03-13,2023-07-15,eletrica-manual,seg,11:10,12:50,Elétrica,GD-04,
2023101,PSI3431,Processamento Estatístico de Sinais,Vitor Heloiz Nascimento,2023-03-13,2023-07-15,eletrica-manual,ter,10:10,11:50,Elétrica,GD-04,
2023101,PSI3431,Processamento Estatístico de Sinais,Vitor Heloiz Nascimento,2023-03-13,2023-07-15,eletrica-manual,qua,07:30,09:10,Elétrica,GD-04,
2023101,PSI3431,Processamento Estatístico de Sinais,Vitor Heloiz Nascimento,2023-03-13,2023-07-15,eletrica-manual,sex,07:30,09:10,Elétrica,GD-04,
2023101,PSI3441,Arquitetura de Sistemas Embarcados,Gustavo Pamplona Rehder,2023-03-13,2023-07-15,eletrica-manual,seg,11:10,12:50,Elétrica,GD-04,
2023101,PSI3441,Arquitetura de Sistemas Embarcados,Gustavo Pamplona Rehder,2023-03-13,2023-07-15,eletrica-manual,ter,10:10,11:50,Elétrica,GD-04,
2023101,PSI3441,Arquitetura de Sistemas Embarcados,Gustavo Pamplona Rehder,2023-03-13,2023-07-15,eletrica-manual,qua,07:30,09:10,Elétrica,GD-04,
2023101,PSI3451,Projeto de Circuitos Lógicos Integrados,Wang Jiang Chau,2023-03-13,2023-07-15,eletrica-manual,qui,08:20,12:00,Elétrica,GD-04,
2023102,PSI3451,Projeto de Circuitos Lógicos Integrados,Wang Jiang Chau,2023-03-13,2023-07-15,eletrica-manual,qui,13:10,16:40,Elétrica,GD-04,
2023101,PSI3460,Laboratório de Circuitos Eletrônicos,Gustavo Pamplona Rehder,2023-03-13,2023-07-15,eletrica-manual,ter,13:10,16:40,Elétrica,C1-10,
2023101,PSI3471,Fundamentos de Sistemas Eletrônicos Inteligentes,Hae Yong Kim,2023-03-13,2023-07-15,eletrica-manual,seg,09:20,11:00,Elétrica,D1-04,
2023101,PSI3471,Fundamentos de Sistemas Eletrônicos Inteligentes,Hae Yong Kim,2023-03-13,2023-07-15,eletrica-manual,qua,11:10,12:50,Elétrica,GD-06,
2023101,PSI3481,Sistemas Ópticos e de Micro-ondas,Fatima Salete Correra,2023-03-13,2023-07-15,eletrica-manual,seg,07:30,09:10,Elétrica,GD-04,
2023101,PSI3481,Sistemas Ópticos e de Micro-ondas,Fatima Salete Correra,2023-03-13,2023-07-15,eletrica-manual,qua,09:20,11:00,Elétrica,GD-04,
2023101,PSI3541,Sistemas Embarcados Distribuídos,Sergio Takeo Kofuji,2023-03-13,2023-07-15,eletrica-manual,ter,16:50,18:30,Elétrica,GD-04,
2023101,PSI3551,Projeto de Sistemas Embarcados em Chips,Wang Jiang Chau,2023-03-13,2023-07-15,eletrica-manual,qua,15:00,18:30,Elétrica,GD-04,
2023101,PSI3560,Sistemas Cognitivos,Marcio Lobo Netto,2023-03-13,2023-07-15,eletrica-manual,ter,07:30,11:00,Elétrica,C1-05,
2023101,PSI3561,Eletrônica Automotiva,Armando Antonio Maria Lagana,2023-03-13,2023-07-15,eletrica-manual,qui,07:30,11:00,Elétrica,C1-05,
2023101,PSI3581,Circuitos de Micro-Ondas,Fatima Salete Correra,2023-03-13,2023-07-15,eletrica-manual,qui,15:00,18:30,Elétrica,C1-05,
